,link,name,main_link,proposal_min,proposal_max,proposal_currency
1,https://www.superjob.ru/vakansii/data-scientist-34345797.html,Data Scientist,https://www.superjob.ru,120000.0,150000.0,руб.
2,https://www.superjob.ru/vakansii/programmist-1s-34380213.html,Программист 1С,https://www.superjob.ru,130000.0,,руб.
3,https://www.superjob.ru/vakansii/product-technical-specialist-34468513.html,Product Technical Specialist,https://www.superjob.ru,,,
